	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
33	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Parcubacteria	5.34E-05
34	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Parcubacteria	5.34E-05
35	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Parcubacteria	1.33E-05
36	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Parcubacteria	1.14E-05
37	RBG28J1	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	Parcubacteria	0.000158928
38	RBG28J2	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	Parcubacteria	0.000213237
39	RBG28J3	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	Parcubacteria	9.24E-05
40	RBG28J4	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	Parcubacteria	0.000119733
41	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Parcubacteria	1.34E-05
42	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Parcubacteria	1.34E-05
43	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Parcubacteria	5.36E-05
44	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Parcubacteria	5.39E-05
45	RBG36G1	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	Parcubacteria	1.33E-05
46	RBG36G2	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	Parcubacteria	6.71E-05
47	RBG36G3	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	Parcubacteria	4.03E-05
48	RBG36G4	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	Parcubacteria	9.39E-05
49	RBG5C1	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	Parcubacteria	1.33E-05
50	RBG5C2	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	Parcubacteria	3.98E-05
51	RBG5C3	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	Parcubacteria	2.65E-05
52	RBG5C4	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	Parcubacteria	6.66E-05
53	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Parcubacteria	6.20E-05
54	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Parcubacteria	0.000106557
55	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Parcubacteria	3.98E-05
56	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Parcubacteria	3.96E-05
57	RG0C1	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	Parcubacteria	3.44E-05
58	RG0C2	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	Parcubacteria	3.44E-05
59	RG0C3	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	Parcubacteria	3.44E-05
60	RG0C4	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	Parcubacteria	3.44E-05
61	RG15C1	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	Parcubacteria	1.34E-05
62	RG15C2	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	Parcubacteria	1.34E-05
63	RG15C3	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	Parcubacteria	1.55E-05
64	RG15C4	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	Parcubacteria	1.55E-05
65	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Parcubacteria	2.69E-05
66	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Parcubacteria	4.17E-05
67	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Parcubacteria	0.000656903
68	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Parcubacteria	3.03E-05
69	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Parcubacteria	4.09E-05
70	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Parcubacteria	4.09E-05
71	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Parcubacteria	4.09E-05
72	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Parcubacteria	4.09E-05
73	RG28J1	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	Parcubacteria	1.40E-05
74	RG28J2	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	Parcubacteria	5.61E-05
75	RG28J3	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	Parcubacteria	1.19E-05
76	RG28J4	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	Parcubacteria	2.73E-05
77	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Parcubacteria	1.36E-05
78	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Parcubacteria	2.73E-05
79	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Parcubacteria	2.05E-05
80	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Parcubacteria	4.15E-05
81	RG36G1	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	Parcubacteria	1.91E-05
82	RG36G2	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	Parcubacteria	1.91E-05
83	RG36G3	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	Parcubacteria	1.91E-05
84	RG36G4	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	Parcubacteria	1.91E-05
85	RG5C1	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	Parcubacteria	1.00E-05
86	RG5C2	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	Parcubacteria	1.00E-05
87	RG5C3	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	Parcubacteria	1.00E-05
88	RG5C4	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	Parcubacteria	1.00E-05
89	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Parcubacteria	2.72E-05
90	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Parcubacteria	2.72E-05
91	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Parcubacteria	2.72E-05
92	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Parcubacteria	2.72E-05
93	RJG0C1	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	Parcubacteria	0.000147325
94	RJG0C2	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	Parcubacteria	0.000105743
95	RJG0C3	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	Parcubacteria	0.00017253
96	RJG0C4	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	Parcubacteria	6.68E-05
97	RJG15C1	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	Parcubacteria	0.000187575
98	RJG15C2	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	Parcubacteria	0.000120469
99	RJG15C3	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	Parcubacteria	8.00E-05
100	RJG15C4	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	Parcubacteria	6.68E-05
101	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Parcubacteria	0.000106795
102	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Parcubacteria	0.000133586
103	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Parcubacteria	5.32E-05
104	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Parcubacteria	4.01E-05
105	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Parcubacteria	2.66E-05
106	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Parcubacteria	4.00E-05
107	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Parcubacteria	3.33E-05
108	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Parcubacteria	3.67E-05
109	RJG28J1	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	Parcubacteria	7.57E-05
110	RJG28J2	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	Parcubacteria	6.69E-05
111	RJG28J3	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	Parcubacteria	4.00E-05
112	RJG28J4	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	Parcubacteria	0.000120154
113	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Parcubacteria	7.15E-05
114	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Parcubacteria	0.000121153
115	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Parcubacteria	2.66E-05
116	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Parcubacteria	6.67E-05
117	RJG36G1	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	Parcubacteria	1.32E-05
118	RJG36G2	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	Parcubacteria	5.34E-05
119	RJG36G3	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	Parcubacteria	7.98E-05
120	RJG36G4	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	Parcubacteria	1.32E-05
121	RJG5C1	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	Parcubacteria	2.66E-05
122	RJG5C2	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	Parcubacteria	2.67E-05
123	RJG5C3	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	Parcubacteria	1.22E-05
124	RJG5C4	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	Parcubacteria	4.03E-05
125	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Parcubacteria	1.33E-05
126	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Parcubacteria	1.33E-05
127	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Parcubacteria	5.35E-05
128	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Parcubacteria	5.35E-05
129	G01	Soil	Soil	GE	G0	Soil	0	BRC1	0.000220182
130	G02	Soil	Soil	GE	G0	Soil	0	BRC1	4.10E-05
131	G03	Soil	Soil	GE	G0	Soil	0	BRC1	7.04E-05
132	G04	Soil	Soil	GE	G0	Soil	0	BRC1	0.000109973
133	G151	Soil	Soil	GE	G15	Soil	15	BRC1	8.16E-05
134	G152	Soil	Soil	GE	G15	Soil	15	BRC1	0.00035039
135	G153	Soil	Soil	GE	G15	Soil	15	BRC1	0.000150294
136	G154	Soil	Soil	GE	G15	Soil	15	BRC1	0.000268536
137	G281	Soil	Soil	GE	G28	Soil	28	BRC1	1.37E-05
138	G282	Soil	Soil	GE	G28	Soil	28	BRC1	0.000136586
139	G283	Soil	Soil	GE	G28	Soil	28	BRC1	0.000161152
140	G284	Soil	Soil	GE	G28	Soil	28	BRC1	0.000148801
141	G361	Soil	Soil	GE	G36	Soil	36	BRC1	9.41E-05
142	G362	Soil	Soil	GE	G36	Soil	36	BRC1	0.000457561
143	G363	Soil	Soil	GE	G36	Soil	36	BRC1	0.000109834
144	G364	Soil	Soil	GE	G36	Soil	36	BRC1	0.000181861
145	G51	Soil	Soil	GE	G5	Soil	5	BRC1	0.000208805
146	G52	Soil	Soil	GE	G5	Soil	5	BRC1	2.70E-05
147	G53	Soil	Soil	GE	G5	Soil	5	BRC1	0.000161636
148	G54	Soil	Soil	GE	G5	Soil	5	BRC1	8.06E-05
149	RBG0C1	Rhizoplane	Stipa bungeana	GE	RB.G0C	dominant	0	BRC1	7.91E-05
150	RBG0C2	Rhizoplane	Stipa bungeana	GE	RB.G0C	dominant	0	BRC1	0.000158705
151	RBG0C3	Rhizoplane	Stipa bungeana	GE	RB.G0C	dominant	0	BRC1	9.27E-05
152	RBG0C4	Rhizoplane	Stipa bungeana	GE	RB.G0C	dominant	0	BRC1	0.000131963
153	RBG15C1	Rhizoplane	Stipa bungeana	GE	RB.G15C	non-d	15	BRC1	0.000173319
154	RBG15C2	Rhizoplane	Stipa bungeana	GE	RB.G15C	non-d	15	BRC1	0.000158751
155	RBG15C3	Rhizoplane	Stipa bungeana	GE	RB.G15C	non-d	15	BRC1	0.000186331
156	RBG15C4	Rhizoplane	Stipa bungeana	GE	RB.G15C	non-d	15	BRC1	0.000253465
157	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	BRC1	0.000276884
158	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	BRC1	0.000224094
159	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	BRC1	0.000359172
160	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	BRC1	0.000171724
161	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	BRC1	8.01E-05
162	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	BRC1	8.01E-05
163	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	BRC1	0.00010667
164	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	BRC1	3.41E-05
165	RBG28J1	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	BRC1	0.000105952
166	RBG28J2	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	BRC1	0.000106618
167	RBG28J3	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	BRC1	0.000118818
168	RBG28J4	Rhizoplane	Achnatherum splendens 	GE	RB.G28J	non-d	28	BRC1	7.98E-05
169	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	BRC1	6.69E-05
170	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	BRC1	5.35E-05
171	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	BRC1	8.03E-05
172	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	BRC1	0.000121351
173	RBG36G1	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	BRC1	0.00016007
174	RBG36G2	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	BRC1	0.000187276
175	RBG36G3	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	BRC1	0.000134432
176	RBG36G4	Rhizoplane	Stipa przewalskyi 	GE	RB.G36G	dominant	36	BRC1	0.000174464
177	RBG5C1	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	BRC1	7.98E-05
178	RBG5C2	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	BRC1	0.00010614
179	RBG5C3	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	BRC1	0.000105984
180	RBG5C4	Rhizoplane	Stipa bungeana	GE	RB.G5C	dominant	5	BRC1	0.000226492
181	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	BRC1	5.29E-05
182	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	BRC1	0.000119877
183	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	BRC1	0.000132647
184	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	BRC1	0.000184936
185	RG0C1	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	BRC1	5.16E-05
186	RG0C2	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	BRC1	0.000111684
187	RG0C3	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	BRC1	3.36E-05
188	RG0C4	Endosphere	Stipa bungeana	GE	R.G0C	dominant	0	BRC1	9.47E-05
189	RG15C1	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	BRC1	0.000512157
190	RG15C2	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	BRC1	0.000333827
191	RG15C3	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	BRC1	0.000324921
192	RG15C4	Endosphere	Stipa bungeana	GE	R.G15C	non-d	15	BRC1	0.000391673
193	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	BRC1	9.42E-05
194	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	BRC1	0.000125181
195	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	BRC1	0.000238874
196	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	BRC1	3.03E-05
197	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	BRC1	0.000115447
198	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	BRC1	9.54E-05
199	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	BRC1	6.84E-05
200	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	BRC1	0.000120035
201	RG28J1	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	BRC1	0.000196235
202	RG28J2	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	BRC1	0.000252302
203	RG28J3	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	BRC1	0.000333306
204	RG28J4	Endosphere	Achnatherum splendens 	GE	R.G28J	non-d	28	BRC1	0.000108028
205	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	BRC1	0.000203285
206	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	BRC1	4.10E-05
207	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	BRC1	0.000197734
208	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	BRC1	0.000193568
209	RG36G1	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	BRC1	0.000178241
210	RG36G2	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	BRC1	1.91E-05
211	RG36G3	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	BRC1	0.000206316
212	RG36G4	Endosphere	Stipa przewalskyi 	GE	R.G36G	dominant	36	BRC1	5.48E-05
213	RG5C1	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	BRC1	7.29E-05
214	RG5C2	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	BRC1	7.46E-05
215	RG5C3	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	BRC1	0.00010397
216	RG5C4	Endosphere	Stipa bungeana	GE	R.G5C	dominant	5	BRC1	0.000121855
217	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	BRC1	0.000137191
218	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	BRC1	6.80E-05
219	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	BRC1	0.000136586
220	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	BRC1	8.55E-05
221	RJG0C1	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	BRC1	0.000174111
222	RJG0C2	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	BRC1	5.29E-05
223	RJG0C3	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	BRC1	3.98E-05
224	RJG0C4	Rhizosphere	Stipa bungeana	GE	RJ.G0C	dominant	0	BRC1	9.35E-05
225	RJG15C1	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	BRC1	0.000227769
226	RJG15C2	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	BRC1	6.69E-05
227	RJG15C3	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	BRC1	0.00010667
228	RJG15C4	Rhizosphere	Stipa bungeana	GE	RJ.G15C	non-d	15	BRC1	0.000120297
229	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	BRC1	0.000146843
230	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	BRC1	0.000146945
231	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	BRC1	0.000132973
232	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	BRC1	0.000160406
233	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	BRC1	2.66E-05
234	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	BRC1	0.000133494
235	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	BRC1	1.24E-05
236	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	BRC1	0.000187221
237	RJG28J1	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	BRC1	0.000119973
238	RJG28J2	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	BRC1	0.000174008
239	RJG28J3	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	BRC1	0.000120102
240	RJG28J4	Rhizosphere	Achnatherum splendens 	GE	RJ.G28J	non-d	28	BRC1	1.34E-05
241	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	BRC1	0.000132109
242	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	BRC1	1.35E-05
243	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	BRC1	6.66E-05
244	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	BRC1	5.33E-05
245	RJG36G1	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	BRC1	2.65E-05
246	RJG36G2	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	BRC1	0.000106848
247	RJG36G3	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	BRC1	0.000119756
248	RJG36G4	Rhizosphere	Stipa przewalskyi 	GE	RJ.G36G	dominant	36	BRC1	9.24E-05
249	RJG5C1	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	BRC1	5.32E-05
250	RJG5C2	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	BRC1	0.000106966
251	RJG5C3	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	BRC1	3.65E-05
252	RJG5C4	Rhizosphere	Stipa bungeana	GE	RJ.G5C	dominant	5	BRC1	9.40E-05
253	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	BRC1	3.98E-05
254	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	BRC1	5.32E-05
255	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	BRC1	4.01E-05
256	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	BRC1	6.65E-05
257	G01	Soil	Soil	GE	G0	Soil	0	Fibrobacteres	0.000646786
258	G02	Soil	Soil	GE	G0	Soil	0	Fibrobacteres	0.000355483
259	G03	Soil	Soil	GE	G0	Soil	0	Fibrobacteres	0.000281484
260	G04	Soil	Soil	GE	G0	Soil	0	Fibrobacteres	0.000412399
261	G151	Soil	Soil	GE	G15	Soil	15	Fibrobacteres	0.000176813
262	G152	Soil	Soil	GE	G15	Soil	15	Fibrobacteres	8.09E-05
263	G153	Soil	Soil	GE	G15	Soil	15	Fibrobacteres	0.000273261
264	G154	Soil	Soil	GE	G15	Soil	15	Fibrobacteres	0.000134268
265	G281	Soil	Soil	GE	G28	Soil	28	Fibrobacteres	0.00045061
266	G282	Soil	Soil	GE	G28	Soil	28	Fibrobacteres	0.000546344
267	G283	Soil	Soil	GE	G28	Soil	28	Fibrobacteres	0.00038945
268	G284	Soil	Soil	GE	G28	Soil	28	Fibrobacteres	0.000432877
269	G361	Soil	Soil	GE	G36	Soil	36	Fibrobacteres	5.38E-05
270	G362	Soil	Soil	GE	G36	Soil	36	Fibrobacteres	5.08E-05
271	G363	Soil	Soil	GE	G36	Soil	36	Fibrobacteres	0.000205939
272	G364	Soil	Soil	GE	G36	Soil	36	Fibrobacteres	4.20E-05
